position,bestmove
r3r1k1/p2Q1p1p/1p2p1p1/8/1P1P4/P3P3/1B2Nb1q/2KR3R b - - 1 19,"['f2e3',]"
3r4/p5k1/1p1qpr1p/1Q1pn1p1/3P1pP1/1PP5/P5PP/4RRK1 w - - 0 30,"['d4e5',]"
r2q1rk1/ppp2ppp/2nbb3/6N1/6n1/2NPB3/PPP1BPPP/R2QK2R b KQ - 6 9,"['g4e3',]"
3q1r1k/p1r3pp/8/1p1BpPb1/2Pp2Q1/P2P2R1/6PP/R5K1 w - - 4 26,"['g4g5',]"
N2k3r/1b1n1Bpp/p3P3/1pb5/6P1/4p3/PPP4P/1K1R3R b - - 0 20,"['b7h1',]"
r1b5/ppr2k1p/5p2/5p2/8/2P3P1/P4PP1/4RK1R w - - 2 24,"['h1h7',]"
r3k2r/p1bN2pp/2p1Rp2/3p3b/3P1q2/2N4P/PPPQ1PP1/R5K1 b kq - 0 16,"['e8d7',]"
3r4/6k1/1p1pr1p1/p1p2p2/P1P1p1P1/1P1n4/3R1PBP/4R1K1 w - - 1 30,"['d2d3',]"
5qk1/pQ3p2/7p/b2N1bp1/P3r3/5K2/7P/R4B2 w - - 0 25,"['d5f6',]"
rnb1k2r/ppp2q1p/3b2p1/3P1pBQ/4p2N/2N5/PPP2PPP/R3R1K1 w kq - 2 14,"['c3e4',]"
6k1/4qpp1/3p3p/8/2BP4/1PQ5/3n1PPP/6K1 b - - 0 29,"['e7e1',]"
3r1rk1/5ppp/p7/1p1P4/2Ppq3/P6Q/B4PPP/2R3K1 w - - 0 30,"['a2b1',]"
2rqrbk1/pp3ppp/8/3p1N2/3NnnQ1/2P4P/PP3PP1/R4RK1 w - - 0 23,"['f5h6',]"
2k3r1/pppb1prp/1q6/8/Q7/2P1R1P1/P4P1P/4R1K1 w - - 4 24,"['e3e8',]"
r3k3/ppp2p2/1b1p3p/4p2r/2B1P1bq/P1PP1P2/1P4PQ/RN3R1K w q - 3 19,"['c4f7',]"
8/1pp5/p2p3p/3P1Pk1/P5P1/1P3K1R/8/2r5 b - - 2 39,"['c1c3',]"
2r3k1/5p1p/4pP2/3p3P/8/5P2/p5P1/1bR3K1 w - - 1 31,"['c1c8',]"
8/5k2/8/3pPPB1/1p4K1/8/8/3b4 w - - 1 46,"['g4h4',]"
1k6/8/8/6p1/1pp4P/p4PP1/N1P5/7K b - - 0 38,"['b4b3',]"
7R/1K3p2/6k1/PP6/6p1/6rp/8/8 w - - 0 48,"['a5a6',]"
rnbk1r2/pppp1Bpp/8/5p2/4p3/2PP4/P1P2PPP/R1B1K2R w KQ - 1 14,"['c1g5',]"
r7/p1q1ppbk/2p3p1/2pp4/4PPb1/1P1P1N2/P1P3PP/3Q1RK1 w - - 3 17,"['f3g5',]"
Q4n1k/p2b2pp/3b4/2p5/4Nq2/2Pn3P/PP2BPP1/R1B2RK1 b - - 0 23,"['f4h2',]"
5k2/1R6/3pp1P1/2p5/1p2PK2/5P2/8/2r5 w - - 1 61,"['f4g5',]"
3r1rk1/p4pp1/b1p4p/8/BPP5/P2P3P/2Q3P1/qNB4K w - - 0 28,"['c1b2',]"
r5k1/5pp1/1p1rb1qp/3pR3/p1pP4/P1P3Q1/5PPN/4R1K1 w - - 2 31,"['g3g6',]"
3r1rk1/pp2n1pp/3q4/8/N7/1PB5/P3QPPP/4R1K1 w - - 2 26,"['e2e7',]"
r1bq1r2/1p4kp/4p1p1/1NpPp1P1/2P1P3/pPQ4B/P7/2KR3n w - - 0 22,"['c3e5',]"
1r3rk1/2p1qppb/p2n4/1p2p1Pp/4Qn1P/2P1N3/PPB2P1K/3R2R1 w - - 0 29,"['e4h7',]"
5k2/3b2q1/pn4p1/1rp2p2/8/8/1P2Q1P1/1K2R2R w - - 4 33,"['h1h8',]"
1r1r2k1/pN4pp/2n1b3/2R2p2/2P1p3/8/P4PPP/3BR1K1 b - - 0 26,"['b8b7',]"
1r4k1/p3p1bp/1n4p1/4q1B1/6Q1/1P4pP/P5B1/3R3K w - - 1 30,"['g5f4',]"
6r1/1p1bqk2/p4n1r/3p4/3Q4/1P1B3P/P1P2PP1/4R1K1 w - - 0 28,"['e1e7',]"
R7/4k3/5p2/3p2p1/4b2p/2K1PP1P/6P1/8 b - - 0 47,"['d5d4',]"
8/7p/1KR3k1/8/5p2/5n2/8/8 b - - 1 63,"['g6f5',]"
8/1b4p1/1k3pPp/4K2P/4PP2/8/8/8 w - - 0 47,"['e5e6',]"
r7/p4kp1/1p4p1/2qNn3/Q7/4PP2/PP3K2/6R1 w - - 1 26,"['a4f4',]"
r3r3/1kpR1qpp/p1n2p2/Qp2P2P/1N6/4Pb2/PPP3P1/2K2R2 w - - 1 23,"['a5c7',]"
4rrk1/ppp2pp1/7p/3n4/3P3q/1P2p2P/PB4P1/R2QRBK1 b - - 3 23,"['h4f2',]"
8/8/2p2p2/p4P1p/Pk5P/3K2P1/8/8 b - - 2 39,"['c6c5',]"
8/5Rpk/3p3p/p1qPp3/P7/5N1P/1Q3nPK/2r5 w - - 0 36,"['b2b7',]"
6k1/4pp2/p5pB/2p4n/3pP1Q1/P2P2qP/1r4P1/5RK1 w - - 2 31,"['g4c8',]"
7k/6p1/8/4p3/Pp1Q4/1P3b1q/6P1/5RK1 b - - 0 45,"['h3g2',]"
3r2k1/pp3ppp/2p3b1/2n3P1/2B2q1P/5N2/PPP1QP2/4R1K1 w - - 0 24,"['e2e8',]"
R7/5pk1/4pn1p/8/3NP3/5P2/6PP/2rB2K1 b - - 0 31,"['c1d1',]"
8/pp6/2p1kpp1/3p2P1/3P1P1p/1P3K2/P1P4P/8 b - - 0 31,"['f6g5',]"
4r2k/p4R1p/1p6/2p5/2P5/1P4R1/r5PP/2K5 b - - 1 32,"['e8e1',]"
8/8/1p1k1n2/4p2p/1PP2pp1/3K4/3N1PPP/8 w - - 0 38,"['d2e4',]"
6r1/7p/2pk1p2/P2p4/P2KbP2/2N1P3/5R1P/8 b - - 2 35,"['c6c5',]"
r2q1kr1/ppp2p1B/2n5/8/3P4/P3P1N1/1P1Q1PbP/R3K2R b KQ - 0 17,"['g8g3',]"
r2qkb1r/ppp1pp1p/6p1/3p3Q/3n1P2/3B3P/PPP2PP1/RN2K2R w KQkq - 0 10,"['h5e5',]"
4r1k1/pp1qn3/2p4R/6p1/3P2r1/3Q2P1/PP3P1P/6K1 w - - 0 32,"['d3h7',]"
6k1/6pp/1p6/p1n5/4q3/1P2pN2/P4PPP/3Q2K1 w - - 0 29,"['d1d8',]"
8/1p5k/p3p1q1/3pP3/2p3PQ/2P5/PP6/2K5 b - - 4 33,"['g6h6',]"
q5kr/p4p2/4b1p1/4B2p/5n2/2P5/P1Q2PPP/3R1RK1 b - - 0 21,"['a8g2',]"
5r1k/8/2b2rQp/1p1p2p1/1q4P1/8/8/1B3R1K w - - 0 37,"['g6h7',]"
rnbqk2r/1p3ppp/p4b2/2PQ4/8/2N2N2/PP2PPPP/R3KB1R b KQkq - 0 9,"['f6c3',]"
1rb2k2/p4ppp/2B5/2pr1NP1/2P5/P7/7P/4R1K1 w - - 0 28,"['e1e8',]"
5rk1/p2q2p1/1p2p1Np/3p3P/3Pb1P1/2P5/PP3R2/6K1 w - - 0 34,"['f2f8',]"
4r1k1/5pp1/7R/1p6/8/1PP3QP/2q2PP1/6K1 b - - 0 29,"['c2c1',]"
2k3r1/1p1q3p/1p2p3/1NbpQr2/P1p2P2/6P1/6KP/R4R2 w - - 1 32,"['b5a7',]"
4r3/pN3kpp/2N1b3/2R5/5b2/P5P1/1P3P1P/7K b - - 0 30,"['e6h3',]"
1k6/p1p5/P2p4/3P4/1PK2r1p/4P3/8/4B3 w - - 0 58,"['e3f4',]"
b3k2r/4bpp1/2q1p2p/1p1nP3/1Pp1N3/2P1B3/2B2PPP/3QR1K1 b k - 1 19,"['d5c3',]"
r1b4r/ppk2ppp/2p5/6B1/2P5/2n3P1/P1P1B2P/2KR3R w - - 1 17,"['g5f4',]"
8/8/1k6/8/p7/1p1N2P1/5KP1/r3R3 b - - 1 55,"['a1e1',]"
4Q3/6pk/p3p2p/5P2/1p1P4/4q2P/2B1n2B/7K b - - 0 35,"['e3f3',]"
5r2/5p1k/2ppq1p1/4p1b1/4N2P/3P4/1P1R1P2/4K1R1 w - - 0 30,"['e4g5',]"
3r1rk1/5pp1/7p/8/b2Qp1n1/1P6/PB1q1PP1/R5K1 w - - 0 26,"['d4g7',]"
1r2r1k1/ppp1q1pp/4b3/4P3/1Q1R1P2/8/P5PP/R1B3K1 b - - 0 19,"['c7c5',]"
rn1q1rk1/ppp2pp1/3p1n1p/2b1p2N/2B1P1b1/3P4/PPP2PPP/RNBQ1RK1 w - - 3 8,"['h5f6',]"
4R3/4R3/1k1K2p1/1P6/1P6/2rp3r/8/8 w - - 4 46,"['e8b8',]"
r5k1/pp4p1/1n6/3pB3/3P2pb/2N2Q2/PP6/2K3R1 b - - 0 24,"['g4f3',]"
8/b2r1p1k/5Qp1/1p5p/4p3/1q5P/5PP1/2B2RK1 w - - 0 39,"['c1b2',]"
r1b4r/pppkn2p/3pNQ2/8/2BpP2p/8/PPPq2PP/R5K1 w - - 3 22,"['f6h8',]"
8/2p4r/1p3k2/p2PR1p1/P1P2pP1/1P3P1r/4R1K1/8 b - - 0 46,"['h3h2',]"
1q3r2/p5k1/1p2pbpp/2p5/2P1p3/2P2PQP/PP3P2/6RK w - - 0 30,"['g3g6',]"
r1qr3k/pp3pb1/1np1p3/8/3P3P/2N2PR1/PP1Q2P1/2KR4 w - - 0 23,"['d2g5',]"
r4rk1/1p4p1/p1p1n1PR/q3p3/4P3/2N1QP2/PPP5/2KR4 b - - 0 21,"['g7h6',]"
3r2k1/pQ4pp/4p1n1/2q5/2P5/2B3P1/P4PBP/6K1 w - - 0 25,"['b7g7',]"
4r1k1/ppqb4/6p1/3pb2Q/8/2P5/PP1B2PP/5RK1 w - - 0 21,"['h5g6',]"
5rk1/pp4pR/4p1r1/2qp4/8/2P4Q/PP3RPP/6K1 w - - 1 23,"['h7h8',]"
7k/pb3rpp/2p5/5p2/3P4/8/PPP2PPP/4R1K1 w - - 0 22,"['e1e8',]"
2r5/1p2k1pp/4p3/1N3p2/5P2/P2nP3/3R2PP/6K1 b - - 1 24,"['c8c1',]"
r2q1rk1/p1p1bppp/2pp2b1/4p3/4n1PN/2NP3P/PPP2PK1/R1BQ1R2 w - - 0 12,"['h4g6',]"
7k/5q1p/3Q2p1/8/P3p3/1p2B2P/1br3P1/R5K1 w - - 1 33,"['a1f1',]"
8/8/rk5p/3R2p1/4p1P1/4P3/3K4/8 w - - 0 49,"['d5d6',]"
1rbk3r/3qp1b1/p3P1Bp/1N4p1/8/P5P1/1P2Q1P1/R3K2R b KQ - 0 23,"['d7b5',]"
8/7K/6p1/5p2/4p3/1k4P1/5P1P/8 b - - 0 44,"['g6g5',]"
8/8/8/2Pk4/pK4p1/3N4/4bP2/8 w - - 8 60,"['d3f4',]"
6k1/6pp/p2B4/2pP4/P1q5/6P1/2P1p2P/5RK1 w - - 0 27,"['f1f8',]"
r2q2kr/p1B2pp1/4b2p/n1Qn4/8/4P3/PP3PPP/2KR1BNR b - - 2 14,"['d8c7',]"
1r3k2/1p1q1p2/p2p2p1/2pP2bp/2P1n1n1/1PQ3P1/P3N1K1/3N1R1R w - - 0 29,"['c3h8',]"
3r2k1/2r2p2/4p2p/4N1pQ/1p3P2/4P3/np3P1P/2q2BRK w - - 2 33,"['h5h6',]"
2r2rk1/3p1ppp/p3p3/1p6/6P1/3Q4/PP5q/1K2RR2 w - - 0 23,"['f1h1',]"
8/r4k2/7R/3n1PK1/8/8/8/8 w - - 4 57,"['h6h7',]"
7r/4kpRp/2p2p1P/p1P1n3/Pp6/1B6/5PP1/6K1 w - - 3 36,"['f2f4',]"
r1bk1b1r/pppp1Bpp/5n2/3Nq3/3nP3/3P4/PPP2PPP/R1BQK2R w KQ - 1 9,"['c1f4',]"
4r1k1/p4ppp/bqp2n2/3p4/3P4/2Q5/PP3PPP/RNB1N1K1 b - - 2 16,"['b6b5',]"
4r3/R5p1/4r2p/3k1n2/3p4/P5B1/1P4PP/4R1K1 b - - 0 28,"['e6e1',]"
2k2r2/pp5p/3p4/3Nb1p1/8/1P1P3P/P1PR4/1K3R2 b - - 0 28,"['f8f1',]"
5rk1/pR5p/2r1pBp1/4P3/2b5/3p4/P4PPP/4R1K1 b - - 1 27,"['f8f6',]"
r1b2k1r/pp4p1/2pq2p1/3p4/3Q4/1N6/PPP2PPP/R4RK1 b - - 0 17,"['d6h2',]"
8/8/6p1/PR3p2/1P3k1P/8/r5P1/7K b - - 0 39,"['f4g3',]"
3R4/3P4/8/5p2/5kPp/8/3r2P1/6K1 b - - 2 64,"['f4g3',]"
R7/1p3kp1/2pK3p/3p1PP1/3r2nP/8/1P6/8 w - - 0 40,"['g5g6',]"
5rk1/5ppp/1r6/3Qp3/2B1P3/2q3P1/3R1PKP/8 w - - 0 28,"['d5f7',]"
r2q1rk1/p3bpp1/2pp2b1/4p1Q1/4n3/1B3N1P/PPP3P1/R1B2RK1 w - - 1 19,"['g5g6',]"
r2qk3/5p1r/p1p1p3/1p1pP1N1/P1nP2Pn/2P3B1/2P2P2/R1QR2K1 b q - 0 21,"['d8g5',]"
1r4k1/4Pp1p/p5pb/2q5/p2n4/P2Q2B1/r2N1PPP/3KR2R w - - 1 28,"['e7e8q',]"
6k1/5pp1/7p/2p5/2P5/1Rrp2PP/P4P2/5K2 b - - 1 37,"['c3c1',]"
3r2k1/1b1q1pb1/pp4p1/3rp3/3R2P1/2P2NBP/PP2Q2K/3R4 w - - 1 34,"['d4d5',]"
6k1/5r1p/4b1pQ/5q2/3B3P/2P5/4R1P1/6K1 b - - 8 36,"['f5f1',]"
6k1/6Bp/3q2pP/5p2/p2PnQ2/2r5/P5PK/4R3 w - - 2 40,"['e1e4',]"
r2qk2r/pp1n1ppp/4pn2/3N2B1/1b1P4/4QN1P/PPb1BPP1/R4RK1 b kq - 0 12,"['f6d5',]"
2k4r/pp6/3p4/2pBb3/4P2B/2P2bp1/PP4R1/R5K1 b - - 2 32,"['h8h4',]"
8/8/1n4kP/1P2Kp2/3P4/2p1N3/8/8 b - - 5 49,"['b6c4',]"
kr6/1pR4p/p4R2/n7/P3p3/3rB3/6PP/6K1 w - - 1 39,"['f6a6',]"
2r3k1/3q1pp1/1rp5/3R2Np/1p1N3n/1Q2P3/5PP1/2R3K1 b - - 0 33,"['c6d5',]"
5k2/1p3pp1/p3p3/r3b3/2P2B2/1P6/1PR1K1PP/8 w - - 1 34,"['b3b4',]"
1k6/1p1q2r1/P2p3p/1NpPpn1Q/5b2/2P5/1P2B1P1/R6K w - - 4 29,"['a6a7',]"
5r1k/7p/p2pB3/3Pb1p1/4pP1q/1P2B3/P1Q5/2R3K1 b - f3 0 31,"['h4g3',]"
3r3k/1p4pp/2p3q1/8/3Q4/8/PP5P/R4RrK w - - 2 29,"['d4g1',]"
8/p7/1p2k1pp/5p2/P2P1P2/4K3/1P5P/8 b - - 0 37,"['g6g5',]"
r1b1kb1r/pppp1ppp/2n1p3/4N3/3P2q1/4n3/PPP1BPPP/RN1Q1RK1 w kq - 0 9,"['f2e3',]"
r2qk2r/ppp2ppp/2n5/3pPb2/1b1n1B2/2NB1N2/PP3PPP/R2QK2R w KQkq - 4 10,"['f3d4',]"
r5k1/pbp2ppp/6q1/3p4/3p3r/2P1R1P1/PP2QP1P/R5K1 w - - 0 21,"['e3e8',]"
7k/p3b2p/Pp1n4/1PpPp3/2B1PpP1/1P6/5BK1/8 w - - 1 34,"['f2c5',]"
5k2/8/4p3/3p2p1/p1pQ2P1/P1P2q2/1PB4K/8 b - - 1 42,"['f3e2',]"
2k5/1p4p1/p4b2/3N4/3P4/2PQ4/PP3q2/1K6 b - - 0 37,"['f2g1',]"
4R3/1p4k1/1q3bpp/3B4/4Np1P/p4P2/3RK1P1/8 b - - 5 42,"['b6b5',]"
2r3k1/2r3p1/p3pqQ1/1p1p4/nP1P4/2P4R/P4PPP/2R3K1 w - - 1 31,"['g6h7',]"
6k1/6pp/p7/2N1bp2/P1P5/1r6/6PP/2R3K1 b - - 2 33,"['e5d4',]"
r1b1k2r/ppp3pp/2n2p2/2bBp3/2Pq4/3P1QP1/P2B1P1P/1R2K1NR w Kkq - 0 13,"['g1e2',]"
7k/np1bb1pp/p4p2/2P1pq2/PPQ4P/5PP1/1B5K/3BN3 w - - 1 30,"['d1b3',]"
8/1p6/p1b5/4k2p/1PB1p2P/P3P1K1/8/8 w - - 3 36,"['c4f7',]"
7k/p5pp/2r2q2/2p4Q/8/8/P5PP/3r1R1K w - - 0 30,"['h5e8',]"
r3r1k1/6b1/p2Nn2p/1P1Qp3/6nq/2P3P1/1PB2P2/R1B1R1K1 b - - 0 30,"['h4h2',]"
8/8/5pp1/5k1p/5P1P/6P1/2r1R3/5K2 b - - 1 43,"['c2e2',]"
6k1/3R3p/1p5q/3P4/3QP1pN/6P1/PPr3B1/5K2 b - - 0 25,"['h6c1',]"
r1b3k1/pp3Rpp/3p1b2/2pN4/2P5/5Q1P/PPP3P1/4qNK1 w - - 1 22,"['f7f6',]"
rn1qr1k1/1p3ppp/2p2b2/p2p4/3P4/2N2N2/PPP1QPPP/2KRR3 w - - 0 13,"['e2e8',]"
4r1k1/2p1qpp1/3p4/1p1P2PQ/1P6/3R3P/2PBrb2/5RK1 w - - 7 27,"['f1f2',]"
8/8/2B5/4pK2/3k1pPp/7P/8/6n1 w - - 4 58,"['g4g5',]"
1R6/5Q2/p1kb1p2/2r1p3/3n4/P6P/5PP1/4qBK1 w - - 2 41,"['f7b7',]"
1k5r/ppp5/2p5/3n4/5pQ1/3P1P1r/PPP2K2/6R1 b - - 3 26,"['h3h2',]"
2k2b1r/pp3ppp/8/BN2p1P1/2n1Nn1P/8/PP3P2/2KR4 w - - 0 25,"['d1d8',]"
1k6/1Pp2qp1/p1R1r3/6pp/Q6P/1P6/P4PBK/3r4 w - - 6 35,"['a4c4',]"
r3kb1r/1p2np2/p1p4p/4Pbp1/3PN3/8/PPP3PP/R1B2RK1 w kq - 0 16,"['e4d6',]"
8/6rk/6p1/1R5p/2pQ1P2/2Pb2P1/qP4PK/8 w - - 1 37,"['d4d8',]"
2kr3r/pp1b1p2/2n1p2q/2Pp4/5Np1/1QP3P1/P4PBP/R4RK1 w - - 5 20,"['f1b1',]"
r4k2/1pp2Bp1/5n1p/1q2N3/3P4/7P/5PP1/4Q1K1 w - - 3 31,"['f7c4',]"
r4rk1/1bb2ppp/p1n1p3/4P3/Np1q4/1B2NP2/1P4PP/2RQ1RK1 w - - 0 21,"['d1d4',]"
8/1p3p2/1Pp1k3/p1Pn2p1/P2K3p/7P/4BPP1/8 w - - 2 34,"['e2c4',]"
3k1rr1/R2b3Q/2pqp3/8/N2P4/8/5PB1/R4K2 b - - 0 34,"['f8f2',]"
3r4/2k2p1p/pp2pN2/2p5/3n4/6P1/PPP2PRP/2K5 b - - 0 23,"['d4e2',]"
4rk2/pbp2pp1/1p1N4/3P1q2/QPBP4/1KP2P2/P5r1/R3R3 b - - 0 25,"['f5c2',]"
6k1/2P3pp/1P6/4b3/3p4/Br5P/4prP1/R5RK b - - 0 30,"['b3h3',]"
7k/p1p3pb/8/5Bnr/8/2P2R2/PPP2K2/6R1 b - - 0 34,"['g5f3',]"
4r1k1/1p2r3/p1p5/3p1p2/PP1P1P1p/2Q3pP/5PP1/4R1K1 b - - 0 39,"['e7e1',]"
r2q1r2/ppp2p2/3p1nk1/4p1p1/2B1P3/2NP2Q1/PPP5/2K4R w - - 1 20,"['g3h3',]"
6k1/1p3pp1/pB2q2p/2P1b3/1P6/6QP/4r1P1/3R3K w - - 5 34,"['d1d8',]"
r1bq1rk1/pp2bppp/2pp1n2/8/5P2/2N2N2/PBPPB1PP/R2Q1RK1 b - - 6 11,"['d8b6',]"
5r1r/p6R/k1ppb1n1/4p1Q1/N3P3/1P1P4/P1P3PP/6K1 b - - 0 23,"['g6f4',]"
r2qr1k1/pn1p2pp/bp3R2/2p1N3/2P5/1PB3Q1/P1P3PP/R5K1 b - - 0 18,"['d8f6',]"
6k1/3P1pp1/4p3/p7/3QR3/3q1PP1/1P3PK1/2r5 b - - 1 37,"['d3f1',]"
r1q1r1k1/1p3pp1/n1p4p/p2pp2P/P3P3/2P2P2/1P1QBb2/R1BK3R w - - 0 24,"['e2a6',]"
5k2/R3Rp2/6p1/1p5p/1P1r3K/2n5/7P/8 w - - 8 44,"['h4g5',]"
r3r1k1/ppp2ppp/2nnq3/8/3P4/P1P1P1P1/2Q3BP/R1B1KR2 w Q - 5 17,"['d4d5',]"
5Q1R/5p1p/1b3qp1/p6k/P2P4/8/1P2rPPP/5RK1 b - - 8 32,"['f6f2',]"
1k3r2/q5r1/2Qp3p/3Bp3/2N1P1p1/P7/1PP2PPP/R5K1 b - - 13 35,"['a7f2',]"
1rr3k1/5p1p/p5pQ/4p3/4q3/B1P1P3/PP1R1PPP/2KR4 b - - 0 27,"['c8c3',]"
r3rk2/pbq5/1p2pp1p/2p1N3/2PP2Q1/1P1B4/P5PP/R5K1 w - - 2 25,"['a1f1',]"
5rk1/1bR3q1/pQ6/8/6P1/4R3/P7/6K1 b - - 0 28,"['g7g4',]"
6rk/7p/R2N3P/3r4/1P5K/P7/8/8 w - - 5 51,"['d6f7',]"
8/8/8/p3b3/P1B2p1K/1Pk1p2P/6P1/8 b - - 0 50,"['c3d2',]"
2r4k/5Q1p/p7/1pq5/4p2N/2P4P/PP4P1/4b2K w - - 0 35,"['f7f6',]"
8/5K1p/1p5k/6p1/3brp2/5R2/8/8 w - - 0 51,"['f3h3',]"
r3k3/p1pb4/2p2p2/2q1p1p1/2B3p1/2P4r/P1P2PQP/3RR1K1 w q - 4 21,"['g2e4',]"
3r4/p1pk1p1p/2pp1qr1/2b5/Q3P1bB/5N2/P2N1PPP/R4RK1 b - - 3 16,"['g4f3',]"
1n3rk1/r3q1b1/pp2p1pp/2p1NnN1/4QP2/BPP5/P2R2PP/5RK1 w - - 0 22,"['e5g6',]"
r1bq1rkb/pp2pp1p/6pB/3N4/8/5B2/Pn2QPPP/R4RK1 w - - 2 16,"['d5e7',]"
k7/pp1r2p1/2n2q2/3b1P1B/1P5P/2P5/P1K2Q2/3R2R1 b - - 2 32,"['c6b4',]"
5r2/7r/2kpqBRP/p1p1p2Q/P3P3/2PP4/5P1K/8 b - - 1 40,"['f8f6',]"
r2qkbnr/pp5p/8/4Nb2/8/1Qp5/PP2PPPP/R3KB1R w KQkq - 0 13,"['b3f7',]"
8/1p6/7p/3k1pP1/1P6/3K1P2/6P1/8 b - - 0 39,"['h6g5',]"
3kr3/3n1B1p/2pP4/p1n5/Ppp5/8/1P3PPP/4R1K1 w - - 0 33,"['e1e8',]"
r2n2k1/1bq2rpp/1p6/3P4/p3Q3/B3P3/PP3PPP/3R2K1 w - - 0 21,"['e4e8',]"
r4rk1/p1p1R1pp/2p2p2/5P2/6Q1/1q5P/6PK/8 w - - 0 31,"['g4g7',]"
6k1/5p2/4p2p/3pPP2/1R5P/2r5/2B5/2b2K2 w - - 1 47,"['b4b8',]"
2kr3r/Qpp2ppp/3b1n2/1N6/8/4P1Pq/PP1B1P1P/2R2RK1 b - - 5 18,"['f6g4',]"
3r1q1k/p1pb2pp/1pnp4/6N1/5B2/1Q4P1/PP4PP/4R2K w - - 0 25,"['g5f7',]"
2k1r2r/1p2P3/p1b1p3/3p1npp/3N1q2/1N5Q/PP3PPP/2R2RK1 b - - 2 22,"['f5d4',]"
3r1rk1/4Qppp/8/1ppb4/2Pn1B1n/2N3P1/PP3P2/R2R1K2 b - - 0 21,"['d5g2',]"
r2q1rk1/pbp1bp2/1p2pn1Q/5BN1/8/P1N5/1PP3PP/R4RK1 b - - 0 17,"['d8d4',]"
r3kr2/p1p2pQp/bp2pP2/8/8/1P4P1/P2KNP1P/R1B4q w q - 1 18,"['g7f8',]"
r1b2rk1/p4ppp/2p5/6q1/6P1/3p1Q1P/PPP5/1K2RR2 w - - 0 18,"['f3f7',]"
8/7R/r3k3/4p2p/3b2p1/3K4/8/5R2 w - - 0 56,"['h7h6',]"
8/n7/P7/K2k4/P7/7P/5PP1/8 b - - 1 53,"['d5c5',]"
8/2p1b3/q1Pp2k1/3Pp3/4Pr2/1Q3PK1/3N2P1/4R3 b - - 2 47,"['e7h4',]"
3r1rk1/1q3ppp/4pb2/8/1P1N4/4P1P1/3B1PBP/R5K1 w - - 0 24,"['g2b7',]"
1k5r/n1r3pp/5p2/ppN5/5P2/8/2R3PP/1R4K1 w - - 4 29,"['c5a6',]"
6k1/pp3rpp/4Nb2/4p3/1r6/6PK/PP5P/2R5 w - - 0 29,"['c1c8',]"
6rk/1pR3p1/6Bp/2b4P/8/pP3PK1/P1P5/8 b - - 0 32,"['c5d6',]"
2r3k1/1p3ppp/4p3/Q7/3q4/P1B5/1Pr2PPP/R5K1 w - - 0 23,"['c3d4',]"
8/7p/4K3/6p1/3k2P1/8/5P2/8 w - - 1 44,"['e6f5',]"
8/3r1ppp/4p3/k3P3/pR2R2P/2P5/3r1PP1/2K5 b - - 5 31,"['d2d1',]"
2k3r1/pp5p/4p3/2p2p2/2P5/P4P1q/1PQ1R2R/7K b - - 0 32,"['h3f1',]"
r1bq1k1r/ppppn1pp/2n5/b5N1/4P3/B1P5/P4PPP/RN1QK2R w KQ - 2 10,"['d1f3',]"
r1bk4/pppp3p/2n5/2b1prN1/8/1B6/PPPP2PP/RNB2R1K b - - 2 14,"['f5f1',]"
8/8/1pr3kp/pbPpp1pN/3Pp1P1/1P2K3/P6P/2R5 w - - 0 30,"['c5b6',]"
r4rk1/p1q1b1pp/2p5/4ppB1/4p1nP/2N5/PPP1QPP1/3R1RK1 w - - 9 16,"['e2c4',]"
1k1r1r2/pp4p1/6q1/2Qp4/5NP1/2P4p/PPN4P/R4R1K b - - 0 30,"['g6e4',]"
r1bqkb1r/ppp1n1p1/7p/3Pp1NQ/2P5/8/PP3PPP/RNB1K2R b KQkq - 1 11,"['g7g6',]"
1r3rk1/pP2qppp/1b3n2/1Q2p1B1/4P3/2NP1bP1/PP2NP1P/R4RK1 b - - 2 15,"['e7e6',]"
r6r/pQ2nkpp/4b3/2p1q3/4N3/8/PP1B1PPP/R4RK1 b - - 0 15,"['e6d5',]"
8/8/1pp1k1p1/4Pp1p/2PK1P1P/pP6/P7/8 w - - 2 36,"['b3b4',]"
rnbqkb1r/pp3p1p/6pn/P1ppp3/8/3P1P2/1PP1P1P1/RNBQKBNR w KQkq - 0 8,"['c1h6',]"
8/4k2p/Q1p1p3/p2pP1r1/q7/P4K1P/1P3P2/2R2R2 b - - 2 28,"['a4e4',]"
2kr1b1R/p5p1/8/3P1p2/2P5/4B3/PP1K1P2/8 b - - 0 25,"['f8b4',]"
r1b5/R4pkp/3p2p1/2pPr3/2P5/1P1B4/5PPP/R5K1 b - - 0 24,"['a8a7',]"
r4q1k/2bn2p1/2p3pp/1pP5/1P1B2P1/1Q1P1B1P/5P2/4RRK1 b - - 0 27,"['f8f4',]"
8/1k6/1pn5/8/Pp2R1p1/4P3/5PK1/8 b - - 1 51,"['b4b3',]"
8/2p5/5ppp/1k1P4/p4PPP/P1K5/8/8 w - - 0 40,"['c3d4',]"
1k5r/ppp1R2p/r4p2/5Q2/3p4/2qP4/2P2PPP/2K1R3 w - - 6 27,"['e7e8',]"
3r2k1/2q2ppp/b3n3/p1bN4/2p1P3/P3QN2/1PP2PPP/4R1K1 w - - 2 23,"['d5c7',]"
3k4/ppp2p1r/4p2P/5n2/3PK1N1/2P5/P1P3P1/7R b - - 0 30,"['f5g3',]"
